Comments,Date,Favorites,User,Polarity,Sentiment
RT @PropagateSHF: #Propagate is a coalition of #microfinance practitioners working with #smallholder #farmers. In this op-ed @AgoraMicrofin…,3/16/2018 18:52,0,ImpactAlpha,0,neutral
RT @EMNMicrofinance: How #ESF Funds can support the provision of microloans in order to help individuals with difficulties in accessing tra…,3/16/2018 18:51,0,WI Microfinance,0,neutral
"RT @zimbabwekid: Esther Afua Ocloo, was a Pioneer of Microlending &amp; helped millions of low-income women secure loans to start their own bus…",3/16/2018 18:50,0,Julia Hardy,0.5,positive
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/16/2018 18:45,0,Farooq Khan,0,neutral
RT @genius_47: Hon. Minister of state for microfinance Mr. Kasolo Kyeyune Haruna officially launched the reusable sanitary towel making at…,3/16/2018 18:41,0,DreamsoftheTYouth(U),0,neutral
"Les journées Nationales des Microfinances (JNM),se tiendront du 22&amp;23 Mars à Abidjan,sous le thème «L'apport de la… https://t.co/QGBdNfnKUO",3/16/2018 18:35,3,GROUPE COFINA,0,neutral
"Esther Afua Ocloo, was a Pioneer of Microlending &amp; helped millions of low-income women secure loans to start their… https://t.co/sGl1lmgL9f",3/16/2018 18:31,11,ZIMBABWE KID ?? ?,0.4,positive
RT @WFIChampions: Women #smallholders in #Bangladesh are almost twice as likely to have a #microfinance account as men. See what else you c…,3/16/2018 18:27,0,Verso Fin. Coop. Int,0,neutral
"RT @FinhavenHQ: Via @financialtimes: Finhaven client, 4G Capital, ""a Nairobi-based microfinance and training company, is to become the firs…",3/16/2018 18:25,0,TIMIA Capital Corp,0,neutral
"RT @FinhavenHQ: Via @financialtimes: Finhaven client, 4G Capital, ""a Nairobi-based microfinance and training company, is to become the firs…",3/16/2018 18:24,0,Ali Grovue,0,neutral
"RT @FinhavenHQ: Via @financialtimes: Finhaven client, 4G Capital, ""a Nairobi-based microfinance and training company, is to become the firs…",3/16/2018 18:24,0,Patrick Guay,0,neutral
Le rôle de la Microfinance dans la promotion de l’emploi au cœur du débat à l'Académie parlementaire  @ARPtn… https://t.co/ysiT2gMqa6,3/16/2018 18:22,1,UNDP Tunisia,0,neutral
"According to National Crime Records Bureau’s latest farmer-suicides data, of the over 3,000 farmers who committed s… https://t.co/0sU4XVgdbc",3/16/2018 18:20,0,'?f??,0.5,positive
Every donation helps lift up a life and start a business for a poor entrepreneur. https://t.co/xyy9uq5Ti3  #microfinance #ahandup,3/16/2018 18:20,3,Phakamani Foundation,-0.4,negative
"??? ??? ?? ????? ??????????
?? #MRF2018  ???????? 10 ????. 
??????? ?? ??? ? ????? ?????????  
???????? ???????????… https://t.co/0KgTz9ffpj",3/16/2018 18:16,0,????????????,0,neutral
"RT @FinhavenHQ: Via @financialtimes: Finhaven client, 4G Capital, ""a Nairobi-based microfinance and training company, is to become the firs…",3/16/2018 18:16,0,Evi Muco,0,neutral
If one wants to start a credit only non deposit taking microfinance business does it have to go through CBK for approval@njorogep,3/16/2018 18:12,0,Stephen Makaya,0.1,positive
You rebuild the community of North Philly by instituting microcredit/microfinance programs in communities where ins… https://t.co/RStmrCLcDm,3/16/2018 18:10,0,R. P. Suleiman,0,neutral
"RT @zimbabwekid: Esther Afua Ocloo, was a Pioneer of Microlending &amp; helped millions of low-income women secure loans to start their own bus…",3/16/2018 18:07,0,Zimbabwe Kid Beats,0.5,positive
"« La microfinance permettra de développer les PME en Afrique » https://t.co/hNM66oKaNQ
@djibouticel #entreprise https://t.co/9wrcDiwCss",3/16/2018 18:05,0,Centre of Excellence & Leadership,0,neutral
Caritas Microfinance Bank Job Vacancy : Enterprise Business Analyst - https://t.co/BMRsUtmAIo Microfinance Bank Job… https://t.co/TfsamBavfs,3/16/2018 18:01,0,topjobstodayke,0,neutral
Caritas Microfinance Bank Job Vacancy : Enterprise Business Analyst https://t.co/Hy1SQYmUg9,3/16/2018 18:00,0,jobwebkenya,0,neutral
Microfinance and training company looks to raise up to $10m next month... https://t.co/wbCQITBC4q,3/16/2018 17:59,0,Cryptocurrencies News,0,neutral
"RT @FinhavenHQ: Via @financialtimes: Finhaven client, 4G Capital, ""a Nairobi-based microfinance and training company, is to become the firs…",3/16/2018 17:58,0,Olivia J. Lovenmark,0,neutral
"Via @financialtimes: Finhaven client, 4G Capital, ""a Nairobi-based microfinance and training company, is to become… https://t.co/HRV9VE5dTG",3/16/2018 17:55,21,Finhaven,0,neutral
"RT @Yaruro5225: En mi lectura de hoy: “The Duvendack review reached an explosive conclusion, arguing that the current enthusiasm for microf…",3/16/2018 17:52,0,Juan Diego Lobo,0,neutral
It’s that time of year again! Come celebrate local entrepreneurship at #TasteofMicrofinanceLA! Join us May 3rd at t… https://t.co/UiOVnJ1tpF,3/16/2018 17:52,0,Opportunity Fund,0,neutral
"RT @oluabudu: Get a cash loan of N200,000 to N2.5m. For salary earners who live and work in Lagos State with no Collateral or Guarantor nee…",3/16/2018 17:51,0,Fowosere,0.136363636,positive
"Accounts Assistant Job in Kenya â€“ Microfinance Accounts Assistant
Reporting to: Management ... https://t.co/uwYH9HcRdK",3/16/2018 17:49,0,NetworkOfNews Kenya,0,neutral
"RT @BritishBBank: Since March 2017, 94 #SMEs in the #NorthernPowerhouse have secured £4.1m of #microfinance through @NPIFBBB
https://t.co/T…",3/16/2018 17:43,0,Sue Barnard,0,neutral
"RT @upchannel_io: ""Telenor announced a deal worth $184.5 million to sell a 45 per cent stake in subsidiary Telenor Microfinance Bank (TMB)…",3/16/2018 17:36,0,jacob katsof,0.3,positive
Andbank colabora con la fundación oncológica FERO https://t.co/UPRkJDznlL https://t.co/gf0JXPYD6Z,3/16/2018 17:33,0,Galicia | Economía Digital,0,neutral
"borrowing for weddings...not just the stuff of papers on ""misuse"" of #microfinance https://t.co/7TnfYSIhrS",3/16/2018 17:31,2,Jessica Seddon,0,neutral
RT @easypaisa: Telenor Group has reached a strategic partnership agreement with Ant Financial Services Group in Pakistan. Ant Financial wil…,3/16/2018 17:22,0,Imran Akhtar Shah,0,neutral
"“In Mexico, the manifest shift of resources into the profitable microfinance sector has directly precipitated a boo… https://t.co/MmGuQC7GP8",3/16/2018 17:21,0,Ana María Yaruro,0.1,positive
"En mi lectura de hoy: “The Duvendack review reached an explosive conclusion, arguing that the current enthusiasm fo… https://t.co/P72ynDG3E6",3/16/2018 17:21,0,Ana María Yaruro,0,neutral
"RT @upchannel_io: ""Telenor announced a deal worth $184.5 million to sell a 45 per cent stake in subsidiary Telenor Microfinance Bank (TMB)…",3/16/2018 17:14,0,Peyton Maynard-Koran,0.3,positive
"""There was a huge amount of inefficiency in microfinance at the time"" Cameron Goldie-Scot, @MusoniSystem https://t.co/J7xvCrbKxC #tech4good",3/16/2018 17:11,0,Tony Loyd,0.4,positive
"Mariama struggled to earn an income and keep her five children healthy. Now, she earns enough to provide for them a… https://t.co/8v8Ydb4Nmd",3/16/2018 17:09,3,Winrock Intl,0.25,positive
"Kenya’s 4G Capital plans tokenised bond via cryptocurrency
 
Microfinance and training company looks to raise up to $10m next month",3/16/2018 17:07,0,Mehrdad Yousefi,0,neutral
"RT @SuryodayBank: Mr R Baskar Babu, MD &amp; CEO of Suryoday Small Finance Bank - Microfinance has potential, but is yet to bounce bank on deli…",3/16/2018 17:00,0,Shweta Singh,-0.125,negative
"Let’s say “Yes” to supporting local entrepreneurs in our community! Join us for a night of food, drinks, fun and th… https://t.co/TB0MGn9TF3",3/16/2018 17:00,0,Opportunity Fund,0.183333333,positive
"Since March 2017, 94 #SMEs in the #NorthernPowerhouse have secured £4.1m of #microfinance through @NPIFBBB… https://t.co/Uijiz2HatX",3/16/2018 17:00,1,British Business Bank,0,neutral
"""Telenor announced a deal worth $184.5 million to sell a 45 per cent stake in subsidiary Telenor Microfinance Bank… https://t.co/inKujMStL0",3/16/2018 16:55,2,UpChannel,0.3,positive
RT @Akhuwat: Akhuwat is not a conventional profit-oriented microfinance bank. We look at the investment opportunities as investments in hum…,3/16/2018 16:50,0,NTUNIO,0.071428571,positive
"Microfinance Jobs in Nairobi, Kenya - Interns Odyssey Capital Ltd
Vacancies: Sales Representative ... https://t.co/csXgi4tvMD",3/16/2018 16:48,0,NetworkOfNews Kenya,0,neutral
How is @GrameenAmerica Growing Women's Financial Power in Distressed Communities? -- Philanthropy Women… https://t.co/6C86wLEYP7,3/16/2018 16:39,1,Philanthropy Women,0,neutral
"RT @bankingonvalues: ""In Africa, there is nothing as important as empowering a woman. When you empower a woman, it’s as if you are empoweri…",3/16/2018 16:27,0,Eric Holterhues,0.4,positive
RT @vicatdollar: 14è édition du Programme Annuel de Formation en Microfinance Boulder MFT https://t.co/yrV9lPfmVV,3/16/2018 16:15,0,zongo paulr,0,neutral
RT @PropagateSHF: #Propagate is a coalition of #microfinance practitioners working with #smallholder #farmers. In this op-ed @AgoraMicrofin…,3/16/2018 16:13,0,Fami Africa,0,neutral
RT @dev9_: Telenor Group and Ant Financial Services sign MoU for Strategic Partnership agreement in Pakistan with Ant Investing $184.5 Mill…,3/16/2018 16:08,0,Muhammad Rafi,0,neutral
"RT @elsboerhof: @alfonsso, Chief Innovation Officer of Mexican MFI Sidert and founder of https://t.co/08LjdCgKET, is a great example of how…",3/16/2018 16:06,0,Carlos Alfonso,0.4,positive
IT Service Manager Job Opportunity - BRAC Uganda Microfinance Ltd https://t.co/5X8JOvLRYD,3/16/2018 16:03,0,UgandanJobline,0,neutral
"RT @Min_Ecologie: [Lauréat #SolutionsInnovantes pour l'accès à l'#EnR]
? PAMIGA (Groupe Microfinance Participative pour l'Afrique), est une…",3/16/2018 15:50,0,MyJouleBox,-0.75,negative
RT @wadekwright: Pakistan: China's Ant Financial invests US$185M into Pakistan'sTelenor Microfinance Bank mobile finance platform https://t…,3/16/2018 15:48,0,Anita Rachel Townley,0,neutral
RT @wadekwright: Pakistan: China's Ant Financial invests US$185M into Pakistan'sTelenor Microfinance Bank mobile finance platform https://t…,3/16/2018 15:46,0,Curation Suite,0,neutral
Pakistan: China's Ant Financial invests US$185M into Pakistan'sTelenor Microfinance Bank mobile finance platform… https://t.co/mdXXWoj0F5,3/16/2018 15:44,0,Wade Wright,0,neutral
"FINCA Microfinance Bank inakutakia jioni njema ,usisahau kufurahia huduma zetu za FINCA Express na FINCA mobile kwa… https://t.co/PSss93UhSC",3/16/2018 15:42,1,FINCA Tanzania,0,neutral
RT @vicatdollar: 14è édition du Programme Annuel de Formation en Microfinance Boulder MFT https://t.co/yrV9lPfmVV,3/16/2018 15:40,0,Burkina BOT ??,0,neutral
RT @fasodiffusionbf: 14è édition du Programme Annuel de Formation en Microfinance Boulder MFT https://t.co/APkz53AgIW,3/16/2018 15:40,0,Burkina BOT ??,0,neutral
RT @MFA_Lu: Annual consultations between ?? @UNCDF on new strategic framework &amp; possible avenues for cooperation in #Sahel. UNCDF also met…,3/16/2018 15:37,0,UNCDF,0.068181818,positive
14è édition du Programme Annuel de Formation en Microfinance Boulder MFT https://t.co/yrV9lPfmVV,3/16/2018 15:36,1,Anselme Vicat ADADJA,0,neutral
"RT @bankingonvalues: ""In Africa, there is nothing as important as empowering a woman. When you empower a woman, it’s as if you are empoweri…",3/16/2018 15:35,0,Oikocredit Intl,0.4,positive
14è édition du Programme Annuel de Formation en Microfinance Boulder MFT https://t.co/APkz53AgIW,3/16/2018 15:34,2,Faso Diffusion,0,neutral
RT @MFA_Lu: Annual consultations between ?? @UNCDF on new strategic framework &amp; possible avenues for cooperation in #Sahel. UNCDF also met…,3/16/2018 15:29,0,LuxFLAG,0.068181818,positive
"Bank Tellers at Amret Microfinance Bank

Minimum Qualifications and Experience:
- A minimum of 2 years’... https://t.co/GWxu43PcSN",3/16/2018 15:26,0,JobsTanzania,0,neutral
Tactic infos: Microfinance Aminata Angélique Manga prône une stratégie nationale https://t.co/yKmBMGUQk1 https://t.co/Zdl3xGBVei,3/16/2018 15:24,0,TACTIC INFOS,0,neutral
#Propagate is a coalition of #microfinance practitioners working with #smallholder #farmers. In this op-ed… https://t.co/WvBFPrrdnZ,3/16/2018 15:19,1,Propagate Coalition,0,neutral
"RT @waleajibade: @DrJoeAbah There are various Classifications. Commercial, Merchant, Mortgage, Specialised/DFI’s, Non-Interest, MicroFinanc…",3/16/2018 15:17,0,Anikulapo,0,neutral
"RT @waleajibade: @DrJoeAbah There are various Classifications. Commercial, Merchant, Mortgage, Specialised/DFI’s, Non-Interest, MicroFinanc…",3/16/2018 15:15,0,Vashti Azael Chechera,0,neutral
RT @MFA_Lu: Annual consultations between ?? @UNCDF on new strategic framework &amp; possible avenues for cooperation in #Sahel. UNCDF also met…,3/16/2018 15:14,0,Monitoring our time,0.068181818,positive
Annual consultations between ?? @UNCDF on new strategic framework &amp; possible avenues for cooperation in #Sahel. UNC… https://t.co/xaWGX3UO17,3/16/2018 15:13,3,MFA Luxembourg ??,0.068181818,positive
RT @ADB_HQ: WATCH: How using credit enhancements and working with commercial banks can increase access to finance for micro and small busin…,3/16/2018 15:11,0,DEGRP_Growth,-0.125,negative
RT @ploverfinance: Looks like the reports of fraud on the part of microfinance institutions are having some adverse effect on their ROI htt…,3/16/2018 15:09,0,Nii16Armah,0,neutral
Microfinancing In The United States - https://t.co/MiN4XsBMck - Microfinance refers to small loans and other services provided by...,3/16/2018 15:00,0,Free Grants Commu'ty,-0.1875,negative
Looks like the reports of fraud on the part of microfinance institutions are having some adverse effect on their RO… https://t.co/n3zuopFMdQ,3/16/2018 14:46,1,The Plover,0,neutral
"RT @CAREActionNow: Since 1991, @CARE-supported savings programs, like Village Savings and Loans Associations (VSLAs), have helped poor wome…",3/16/2018 14:42,0,CARE Niger,-0.4,negative
"Since 1991, @CARE-supported savings programs, like Village Savings and Loans Associations (VSLAs), have helped poor… https://t.co/qhDDVc4M5M",3/16/2018 14:32,2,CARE Action!,0,neutral
#L-pesa Microfinance was launched in January 2014. The idea was finally put into practice.This loan service... https://t.co/4uG0R5J9NY,3/16/2018 14:32,0,Manoj Thennakoon,0,neutral
Andbank colabora con la fundación oncológica FERO https://t.co/mAyR0nt5yJ https://t.co/SSGnNUQ3J2,3/16/2018 14:28,0,Economía Digital,0,neutral
"#L-Pesa Microfinance #LPK 
#kriptoncoinpresale  The
company has validated its operating model over the past 24 mont… https://t.co/mIFfgWhdos",3/16/2018 14:03,1,???????? ?????,-0.25,negative
Several Credit Officers (Female Only) - BRAC Uganda Microfinance Ltd https://t.co/IZPAHkjK5x,3/16/2018 14:03,0,UgandanJobline,0,neutral
RT @Dappssss: @DrJoeAbah Hi Doc. I have in the last couple of years successfully applied for a Microfinance Banking Licence along with my c…,3/16/2018 14:00,0,?'?ce'?,0.375,positive
"Khushhali Microfinance Bank has joined hands with TPS, a leading provider of cards and payment solutions... Read mo… https://t.co/l7g25DW5cK",3/16/2018 14:00,0,TheNewSpaces,0,neutral
"€30m EIF boost to benefit 2,100 Irish micro-entrepreneurs https://t.co/Fx0nxFYfmg #IrishTech",3/16/2018 13:58,0,Plus10,0,neutral
"RT @CGAP: Who do #smallholders in #Nigeria trust more as financial sources – banks, microfinance institutions, or friends? Find out on the…",3/16/2018 13:57,0,InterMedia,0.25,positive
¡Apoyando la investigación contra el cáncer de @FundacionFero a través de nuestro fondo de impacto social Andbank M… https://t.co/LDhQIcAHRx,3/16/2018 13:57,2,Andbank España,0.033333333,positive
Inclusive Innovation: How two mobile technology startups are changing the game in #microfinance… https://t.co/dLHwp3oQm6,3/16/2018 13:56,0,Paul White,-0.4,negative
"If you're interested in learning about #Sukuk, do look into the training being organized by @IBACEIF… https://t.co/WV2Fj2SdfV",3/16/2018 13:53,1,IMFN,0.25,positive
RT @Akhuwat: Akhuwat is not a conventional profit-oriented microfinance bank. We look at the investment opportunities as investments in hum…,3/16/2018 13:22,0,????????? ??????????? …?,0.071428571,positive
Jainam Software is the most compatible software for Core Banking Solutions. Share this with your friends who would… https://t.co/ZeGusQc6g3,3/16/2018 13:02,0,Annual Project,0.5,positive
RT @ADB_HQ: WATCH: How using credit enhancements and working with commercial banks can increase access to finance for micro and small busin…,3/16/2018 12:59,0,Arsal Ahmad,-0.125,negative
Technology is just a way to enable financial institutions #UNGGNF #fintech #microfinance https://t.co/DeidgBCkSD,3/16/2018 12:53,2,Oradian,0,neutral
RT @Prosperousca1: What an insightful day . Thanks Mr. Markschreiner.Director -SCOROCD for giving insights on how #bigdata can be used to r…,3/16/2018 12:50,0,Marc R Gagné MAPP ?,0.2,positive
Team member spotlight: Associate Director @DipaSharif helped the Women #Impact #Investing Network and Women Advanci… https://t.co/02rqYOWB4S,3/16/2018 12:45,0,Quantified Ventures,0,neutral
Andbank Microfinance Fund colabora con la Fundación Fero con 23.678 euros https://t.co/MXGHuow9Vz https://t.co/FSGmpzEd5W,3/16/2018 12:43,1,AdEU Espanya??#EFTA,0,neutral
RT @ipsjaipur: CAMPUS PLACEMENT: #SAMASTA #MICROFINANCE #LTD. (#An #IIFL #Group #Company) #Position: #BRANCH #MANAGER #IPS #BUSINESS #SCHOO…,3/16/2018 12:42,0,Mridula,0,neutral
Andbank Microfinance Fund col·labora amb la Fundació Fero amb 23.678 euros https://t.co/BG7NjO6MhA,3/16/2018 12:42,1,AlDia,0,neutral
The latest The Microfinance Daily! https://t.co/Q6Wwq7T0Lu #fintech #womenshistorymonth,3/16/2018 12:35,0,Intl Affairs Blog,0.25,positive
"A revoir | A Djeddah, la microfinance togolaise reçoit un appui de 11 milliards de FCFA de la BID… https://t.co/pYZSfIj2Tp",3/16/2018 12:28,0,TogoFirst,0,neutral
Microfinance in focus.. https://t.co/aGDUc6MLek,3/16/2018 12:23,0,NewsBoss.in,0,neutral
This is why we finance @microfinance institutions #e_mfp https://t.co/cusRn3UZeR,3/16/2018 12:22,1,claudia belli,0,neutral
RT @ipsjaipur: CAMPUS PLACEMENT: #SAMASTA #MICROFINANCE #LTD. (#An #IIFL #Group #Company) #Position: #BRANCH #MANAGER #IPS #BUSINESS #SCHOO…,3/16/2018 12:11,0,Shubham Rajak,0,neutral
RT @ipsjaipur: CAMPUS PLACEMENT: #SAMASTA #MICROFINANCE #LTD. (#An #IIFL #Group #Company) #Position: #BRANCH #MANAGER #IPS #BUSINESS #SCHOO…,3/16/2018 12:10,0,???? ??????,0,neutral
Looking for accurate #CustomerLifetimeValue data? Here’s how our customer lifetime value predictions can help you d… https://t.co/XFe5js2ETi,3/16/2018 12:10,0,Quantzig,0.4,positive
"RT @bankingonvalues: ""In Africa, there is nothing as important as empowering a woman. When you empower a woman, it’s as if you are empoweri…",3/16/2018 12:09,0,Rebecca Morris,0.4,positive
Akhuwat is not a conventional profit-oriented microfinance bank. We look at the investment opportunities as investm… https://t.co/ORIFuEX9SM,3/16/2018 12:01,1,å??,0.071428571,positive
Brac uganda microfinance limited that they were going to close group loans for one weak,3/16/2018 11:54,0,DK SAHADZ,-0.223214286,negative
RT @ipsjaipur: CAMPUS PLACEMENT: #SAMASTA #MICROFINANCE #LTD. (#An #IIFL #Group #Company) #Position: #BRANCH #MANAGER #IPS #BUSINESS #SCHOO…,3/16/2018 11:54,0,Dinesh Kumar,0,neutral
RT @Dappssss: @DrJoeAbah Hi Doc. I have in the last couple of years successfully applied for a Microfinance Banking Licence along with my c…,3/16/2018 11:50,0,AB,0.375,positive
RT @ADB_HQ: WATCH: How using credit enhancements and working with commercial banks can increase access to finance for micro and small busin…,3/16/2018 11:49,0,David Doughty,-0.125,negative
@ainvvy in Rs 6 you become an expert on cosmology who can say - it is all in the vedas... Wait! You can say that ev… https://t.co/aY50pHqKDz,3/16/2018 11:49,0,Shuba Desikan,0,neutral
"Warm welcome to our new member, @spa_credit, from Italy! https://t.co/L7I9VKA0sM https://t.co/zmfaAFLv1G",3/16/2018 11:48,1,European Microfinance Network (EMN),0.523484848,positive
"""In Africa, there is nothing as important as empowering a woman. When you empower a woman, it’s as if you are empow… https://t.co/T9IVRUBCHW",3/16/2018 11:45,9,GABV,0.4,positive
RT @easypaisa: Telenor Group has reached a strategic partnership agreement with Ant Financial Services Group in Pakistan. Ant Financial wil…,3/16/2018 11:37,0,Digital Payment,0,neutral
On Microfinance and Inclusion. https://t.co/i3hgTxyZgi,3/16/2018 11:37,0,REGINA PAGANI,0,neutral
RT @pid_gov: Ant Financial Services Group (AFSG ) will invest 184.5 million dollars in Telenor Microfinance Bank in Pakistan. A memorandum…,3/16/2018 11:28,0,Saqib Rauf,0,neutral
El fondo de impacto social Andbank Microfinance Fund apoya a @FundacionFero #InversiónSocialmenteResponsable #ISR… https://t.co/41H1bsmFhF,3/16/2018 11:19,3,Andbank España,0.033333333,positive
RT @ipsjaipur: CAMPUS PLACEMENT: #SAMASTA #MICROFINANCE #LTD. (#An #IIFL #Group #Company) #Position: #BRANCH #MANAGER #IPS #BUSINESS #SCHOO…,3/16/2018 11:18,0,Sudhir Agarwal,0,neutral
CAMPUS PLACEMENT: #SAMASTA #MICROFINANCE #LTD. (#An #IIFL #Group #Company) #Position: #BRANCH #MANAGER #IPS… https://t.co/pbcWlsH7pq,3/16/2018 11:18,7,IPS BUSINESS SCHOOL,0,neutral
RT @SAMtraining11: Join Africa's leading microfinance training program and gain practical skills and fresh perspectives to improve and expa…,3/16/2018 11:15,0,Eniola Agbesoyin,0.3,positive
RT @easypaisa: Telenor Group has reached a strategic partnership agreement with Ant Financial Services Group in Pakistan. Ant Financial wil…,3/16/2018 11:15,0,Saboor Marwat,0,neutral
"will Germany transition to a startup mentality? 
#schwaben #tueftler #startup #blockchain #digital #fintech… https://t.co/X8i2G7wRxC",3/16/2018 11:15,0,Diji,0,neutral
"RT @TharaniJega: It's not everyday you get to see your #inspiration... Prof. Muhammad Yunas, Nobel peace prize winner, the founding father…",3/16/2018 11:01,0,TK Thiagarajah,0.1,positive
"En privilégiant la dimension éthique de son offre, dont l’investissement socialement responsable fait partie à côté… https://t.co/Zz5P7vhFmU",3/16/2018 11:00,2,Banque de Luxembourg,0,neutral
WATCH: How using credit enhancements and working with commercial banks can increase access to finance for micro and… https://t.co/hMGXilCjeg,3/16/2018 11:00,2,AsianDevelopmentBank,0,neutral
RT @easypaisa: Telenor Group has reached a strategic partnership agreement with Ant Financial Services Group in Pakistan. Ant Financial wil…,3/16/2018 10:59,0,Irfan Wahab Khan,0,neutral
RT @Dappssss: @DrJoeAbah Hi Doc. I have in the last couple of years successfully applied for a Microfinance Banking Licence along with my c…,3/16/2018 10:56,0,14Kay?,0.375,positive
Enjoy that #FridayFeeling with the #finance you need to help your #business fly. Our #Microfinance #loans are for b… https://t.co/yStCPWB1IB,3/16/2018 10:45,0,FinanceForEnterprise,0.6,positive
"RT @ticketsasa: Calling all chama members. Meet with top land agents, banks, SACCOs, microfinance institutions and asset managers and enjoy…",3/16/2018 10:22,0,It is Yaf Ramo,0.5,positive
#Know #relish &amp; #convey #marvellous #preferred #narrations in 'Mobilize Women: Progress Is Assured' https://t.co/bUndYsypu8 #microfinance,3/16/2018 10:18,0,WomensPowerCen,0,neutral
IT Service Manager Job Opportunity – BRAC Uganda Microfinance Ltd: Job Title: IT Service… https://t.co/jKRoTxxsrk,3/16/2018 10:15,0,INFO TANZANIA,0,neutral
BRAC Uganda Microfinance Ltd needs a Coordinator https://t.co/H6hUYTqJCE https://t.co/O6Tr2uFftS,3/16/2018 10:07,1,Hire The Youth,0,neutral
IT Service Manager Job Opportunity - BRAC Uganda Microfinance Ltd  https://t.co/l43VmQxpgY,3/16/2018 10:02,0,UgandanJobline,0,neutral
IT Service Manager Job Opportunity - BRAC Uganda Microfinance Ltd https://t.co/qf6KnPZnQF,3/16/2018 10:02,0,UgandanJobline,0,neutral
IT Service Manager Job Opportunity - BRAC Uganda Microfinance Ltd https://t.co/w1OHp5De4r,3/16/2018 10:02,0,UgandanJobline,0,neutral
IT Service Manager Job Opportunity - BRAC Uganda Microfinance Ltd https://t.co/KbTnsgNz7p,3/16/2018 10:01,0,UgandanJobline,0,neutral
"@alfonsso, Chief Innovation Officer of Mexican MFI Sidert and founder of https://t.co/08LjdCgKET, is a great exampl… https://t.co/otfpwZG5cC",3/16/2018 9:57,1,Els Boerhof,0.4,positive
Le Projet d’Appui à la Microfinance  que couvre ce financement vise à accompagner des primo-entrepreneurs. Plus de… https://t.co/GKV7dhMvce,3/16/2018 9:54,3,FNFI TOGO,0,neutral
IDB grants Togo CFA11 billion to support its microfinance sector https://t.co/LfWBzjQ5qH https://t.co/ru1aKYrUHq,3/16/2018 9:51,0,TogoFirst,0,neutral
Note: in the previous tweet microfinance also means microcredit.We don't need to stop economic change from coming t… https://t.co/sOKtscarMQ,3/16/2018 9:46,0,R. Suleiman,0.016666667,positive
Young #microfinance leaders digitizing the product and service offering rapidly. The result is cheaper service and… https://t.co/iF7OHoqcnI,3/16/2018 9:45,0,Els Boerhof,0.1,positive
All of this talk of oppo. const. in N. Philly is futile.C. council needs a pres. in the form of BR Ambedkar or Muha… https://t.co/QBQIGT14Jo,3/16/2018 9:43,0,R. Suleiman,0,neutral
RT @Dappssss: @DrJoeAbah Hi Doc. I have in the last couple of years successfully applied for a Microfinance Banking Licence along with my c…,3/16/2018 9:37,0,Dàání ???,0.375,positive
RT @Dappssss: @DrJoeAbah Hi Doc. I have in the last couple of years successfully applied for a Microfinance Banking Licence along with my c…,3/16/2018 9:32,0,Le_Password,0.375,positive
"Calling all chama members. Meet with top land agents, banks, SACCOs, microfinance institutions and asset managers a… https://t.co/WYPWi6xGyi",3/16/2018 9:30,1,ticketsasa.com,0.5,positive
Today is #ConsumerRightsDay  and client protection has been recognized as an issue in the #microfinance sector. You… https://t.co/lvRGURdWAe,3/16/2018 9:28,1,NpM,0,neutral
RT @TelenorBankPk: Telenor Group has reached a strategic partnership agreement with Ant Financial Services Group in Pakistan. Ant Financial…,3/16/2018 9:21,0,Önder Karao?lano?lu,0,neutral
2 Kiva Coordinator Job Opportunities - BRAC Uganda Microfinance Ltd https://t.co/uLZ6LjNXR7,3/16/2018 9:18,0,UgandanJobline,0,neutral
RT @Dappssss: @DrJoeAbah Hi Doc. I have in the last couple of years successfully applied for a Microfinance Banking Licence along with my c…,3/16/2018 9:13,0,Muazu Arafat,0.375,positive
"RT @AndbankAND: El fons d’impacte social Andbank Microfinance Fund dóna suport a la @FundacionFero. #Andbank #Andorra 
https://t.co/bPLpix0…",3/16/2018 9:05,0,All about trails,0.033333333,positive
More than 400 financial experts from around the world are expected in Kigali in the next few days for the Internati… https://t.co/xqVfyYFws6,3/16/2018 9:01,2,Isimbi Leila,0.04,positive
RT @Prosperousca1: What an insightful day . Thanks Mr. Markschreiner.Director -SCOROCD for giving insights on how #bigdata can be used to r…,3/16/2018 8:59,0,IT Crowdsource®,0.2,positive
What an insightful day . Thanks Mr. Markschreiner.Director -SCOROCD for giving insights on how #bigdata can be used… https://t.co/LTKcOpXHec,3/16/2018 8:58,7,Prosperous Capital and Credit Limited,0.2,positive
RT @MusoniSystem: If you'd like to learn how @MusoniSystem can help your microfinance organisation leverage technology to better manage you…,3/16/2018 8:58,0,Els Boerhof,0.5,positive
Security Officer Job Careers - BRAC Uganda Microfinance Ltd https://t.co/RB6SJ8fVFU,3/16/2018 8:55,0,UgandanJobline,0,neutral
RT @TheTahaSaleem: Giving microfinance loan at 0% interest. Kudus to @M_AmjadSaqib #PAS for the innovation. This has really helped in bring…,3/16/2018 8:55,0,SAFDAR RAFIQE,0.2,positive
RT @IccoUsa: We're looking for a Microfinance Manager for the program STARS. ICCO is implementing the “Strengthening African Rural Smallhol…,3/16/2018 8:55,0,Catherine Mungai,0,neutral
RT @Akhuwat: Akhuwat is not a conventional profit-oriented microfinance bank. We look at the investment opportunities as investments in hum…,3/16/2018 8:50,0,SAFDAR RAFIQE,0.071428571,positive
